generation,best_total_travel,median_total_travel,worst_total_travel,feasible_ratio
476,1121.711902,1121.744875,1311.565024,1.000000
477,1121.711902,1121.711902,1359.629906,1.000000
478,1121.711902,1121.920449,1314.526639,1.000000
479,1121.711902,1174.809811,1346.446991,1.000000
480,1121.711902,1121.711902,1494.257279,1.000000
481,1121.711902,1121.711902,1321.814580,1.000000
482,1121.711902,1121.777849,1370.911132,1.000000
483,1121.711902,1172.302855,1343.265803,1.000000
484,1121.711902,1121.744875,1409.132574,1.000000
485,1121.711902,1121.711902,1314.592586,1.000000
486,1121.711902,1121.901455,1394.965980,1.000000
487,1121.711902,1121.711902,1313.962962,1.000000
488,1121.711902,1148.511180,1314.482561,1.000000
489,1121.711902,1122.939392,1322.840425,1.000000
490,1121.711902,1121.711902,1427.781694,1.000000
491,1121.711902,1179.590627,1405.632084,1.000000
492,1121.711902,1208.131484,1424.193098,1.000000
493,1121.711902,1121.936437,1369.611408,1.000000
494,1121.711902,1121.711902,1314.470098,1.000000
495,1121.711902,1121.711902,1314.539101,1.000000
496,1121.711902,1121.711902,1314.470098,1.000000
497,1121.711902,1179.590627,1348.490769,1.000000
498,1121.711902,1121.711902,1391.725759,1.000000
499,1121.711902,1121.711902,1314.470098,1.000000
500,1121.711902,1121.711902,1329.376011,1.000000
501,1121.711902,1121.711902,1314.482561,1.000000
502,1121.711902,1148.698687,1314.482561,1.000000
503,1121.711902,1121.711902,1349.343211,1.000000
504,1121.711902,1121.711902,1332.908261,1.000000
505,1121.711902,1121.711902,1317.538242,1.000000
506,1121.711902,1121.711902,1399.942975,1.000000
507,1121.711902,1179.590627,1343.972824,1.000000
508,1121.711902,1168.727143,1440.879656,1.000000
509,1121.711902,1121.711902,1376.175481,1.000000
510,1121.711902,1121.711902,1314.821246,1.000000
511,1121.711902,1121.711902,1328.033390,1.000000
512,1121.711902,1121.711902,1512.164213,1.000000
513,1121.711902,1173.008091,1296.818851,1.000000
514,1121.711902,1175.708452,1354.812051,1.000000
515,1121.711902,1127.947167,1426.010511,1.000000
516,1121.711902,1121.711902,1321.439693,1.000000
517,1121.711902,1121.711902,1310.768894,1.000000
518,1121.711902,1121.711902,1314.470098,1.000000
519,1121.711902,1179.590627,1314.732180,1.000000
520,1121.711902,1174.150625,1372.417802,1.000000
521,1121.711902,1174.310018,1430.511743,1.000000
522,1121.711902,1122.252154,1382.192734,1.000000
523,1121.711902,1121.711902,1404.444443,1.000000
524,1121.711902,1121.711902,1314.427867,1.000000
525,1121.711902,1121.711902,1299.541494,1.000000
526,1121.711902,1121.711902,1330.998912,1.000000
527,1121.711902,1121.711902,1333.064783,1.000000
528,1121.711902,1121.711902,1314.470098,1.000000
529,1121.711902,1165.067203,1313.673968,1.000000
530,1121.711902,1139.292309,1373.901060,1.000000
531,1121.711902,1128.244015,1314.739484,1.000000
532,1121.711902,1173.452494,1484.181725,1.000000
533,1121.711902,1121.711902,1411.693301,1.000000
534,1121.711902,1121.711902,1347.508158,1.000000
535,1121.711902,1121.711902,1311.577487,1.000000
536,1121.711902,1126.642906,1314.215572,1.000000
537,1121.711902,1121.711902,1314.470098,1.000000
538,1121.711902,1172.302855,1417.668922,1.000000
539,1121.711902,1173.008091,1410.570542,1.000000
540,1121.711902,1176.521561,1378.325160,1.000000
541,1121.711902,1179.590627,1425.209768,1.000000
542,1121.711902,1121.744875,1366.023071,1.000000
543,1121.711902,1121.711902,1311.722217,1.000000
544,1121.711902,1176.870626,1313.673968,1.000000
545,1121.711902,1173.610278,1410.376739,1.000000
546,1121.711902,1121.711902,1354.528467,1.000000
547,1121.711902,1121.711902,1323.612426,1.000000
548,1121.711902,1172.170585,1335.359416,1.000000
549,1121.711902,1121.711902,1325.727979,1.000000
550,1121.711902,1121.711902,1314.470098,1.000000
