generation,best_total_travel,median_total_travel,worst_total_travel,feasible_ratio,avg_lateness,avg_used_routes,min_used_routes,max_used_routes,avg_route_duration,avg_route_travel,avg_capacity_utilization,avg_capacity_slack,min_capacity_slack,avg_depot_slack,min_depot_slack,avg_wait_time,avg_timewindow_slack,min_timewindow_slack,edge_diversity,edge_entropy,crossover_success_rate,mutation_success_rate
373,828.936867,976.824947,1415.978477,1.000000,0.000000,10.102000,10,12,1021.541609,97.896958,0.895862,20.827559,0.000000,214.458391,0.195378,3.306583,141.499922,0.006748,0.018583,0.755435,0.081498,0.342391
374,828.936867,976.971077,1338.916075,1.000000,0.000000,10.086000,10,11,1022.245001,98.283165,0.897283,20.543327,0.000000,213.754999,0.251434,3.190791,141.475488,0.006748,0.018277,0.757056,0.097727,0.389744
375,828.936867,975.826483,1406.017551,1.000000,0.000000,10.108000,10,12,1019.460125,97.773221,0.895330,20.933914,0.000000,216.539875,0.954145,3.164112,142.834909,0.006748,0.018945,0.752775,0.084282,0.364198
376,828.936867,977.520683,1304.694449,1.000000,0.000000,10.110000,10,12,1019.189092,97.668987,0.895153,20.969337,0.000000,216.810908,0.195378,3.165683,142.481623,0.006748,0.018454,0.755209,0.093960,0.373626
377,828.936867,970.544195,1365.005071,1.000000,0.000000,10.084000,10,11,1021.619057,97.948645,0.897461,20.507735,0.000000,214.380943,0.195378,3.142924,142.037709,0.006748,0.017659,0.759090,0.092379,0.327778
378,828.936867,971.933412,1338.148363,1.000000,0.000000,10.098000,10,12,1021.293627,98.022573,0.896217,20.756585,0.000000,214.706373,0.954145,3.231911,142.369246,0.006748,0.018874,0.752451,0.088036,0.447368
379,828.936867,966.285809,1441.280504,1.000000,0.000000,10.072000,10,11,1021.605478,97.742234,0.898531,20.293884,0.000000,214.394522,0.258636,3.051506,142.575796,0.006748,0.016989,0.760613,0.090708,0.350000
380,828.936867,974.112300,1302.015896,1.000000,0.000000,10.074000,10,11,1023.461199,98.291557,0.898352,20.329561,0.000000,212.538801,0.195378,3.201590,141.559806,0.021801,0.017988,0.757252,0.079439,0.349727
381,828.936867,975.171780,1273.392122,1.000000,0.000000,10.082000,10,12,1021.779039,98.398765,0.897639,20.472129,0.000000,214.220961,0.195378,3.095199,142.144001,0.006748,0.017387,0.760118,0.070175,0.351648
382,828.936867,980.251450,1373.623752,1.000000,0.000000,10.114000,10,11,1019.143419,98.745158,0.894799,21.040142,0.000000,216.856581,1.192526,3.089080,142.659038,0.006748,0.018817,0.753960,0.103753,0.355828
383,828.936867,983.250764,1399.654126,1.000000,0.000000,10.102000,10,11,1020.711141,98.718388,0.895862,20.827559,0.000000,215.288859,0.195378,3.139708,142.024095,0.006748,0.018692,0.754288,0.077263,0.375000
384,828.936867,994.959842,1365.078622,1.000000,0.000000,10.116000,10,12,1022.627808,99.426520,0.894622,21.075524,0.000000,213.372192,0.195378,3.391042,140.561686,0.006748,0.019525,0.752573,0.068736,0.416667
385,828.936867,994.568499,1363.265642,1.000000,0.000000,10.128000,10,12,1021.872934,99.314412,0.893562,21.287520,0.000000,214.127066,0.195378,3.436727,140.021745,0.006748,0.019105,0.755710,0.102450,0.363636
386,828.936867,975.992142,1394.344968,1.000000,0.000000,10.108000,10,12,1021.454024,98.355026,0.895330,20.933914,0.000000,214.545976,0.195378,3.306847,141.000778,0.006748,0.018182,0.757572,0.098876,0.383117
387,828.936867,979.302666,1395.165606,1.000000,0.000000,10.110000,10,11,1021.405021,98.343823,0.895153,20.969337,0.000000,214.594979,0.251434,3.321487,141.455569,0.006748,0.018745,0.755274,0.111607,0.394444
388,828.936867,985.625283,1334.038621,1.000000,0.000000,10.088000,10,12,1023.756943,99.022659,0.897105,20.578906,0.000000,212.243057,0.258636,3.287195,140.294953,0.006748,0.018185,0.759954,0.080717,0.391061
389,828.936867,978.110592,1415.085576,1.000000,0.000000,10.110000,10,12,1021.956758,98.537259,0.895153,20.969337,0.000000,214.043242,0.195378,3.357711,140.930692,0.000000,0.019017,0.754793,0.113839,0.370787
390,828.936867,979.025485,1331.057779,1.000000,0.000000,10.090000,10,12,1021.342111,98.859234,0.896928,20.614470,0.000000,214.657889,0.195378,3.078522,141.630611,0.006748,0.017858,0.760797,0.099778,0.380368
391,828.936867,986.554621,1330.378143,1.000000,0.000000,10.106000,10,11,1022.628600,98.692409,0.895508,20.898476,0.000000,213.371400,0.195378,3.372991,140.622533,0.000851,0.019127,0.754789,0.115385,0.359551
392,828.936867,984.149304,1424.942019,1.000000,0.000000,10.130000,10,12,1021.061570,98.997153,0.893386,21.322804,0.000000,214.938430,0.251434,3.405125,140.367194,0.006748,0.019341,0.755045,0.094092,0.384615
393,828.936867,992.183896,1362.998344,1.000000,0.000000,10.152000,10,12,1018.677496,99.121509,0.891450,21.710008,0.000000,217.322504,0.195378,3.353324,141.081289,0.006748,0.019246,0.756587,0.080963,0.367816
394,828.936867,978.836849,1404.690832,1.000000,0.000000,10.136000,10,12,1020.953554,98.628188,0.892857,21.428571,0.000000,215.046446,0.195378,3.486899,140.909906,0.006748,0.019757,0.752779,0.097130,0.475676
395,828.936867,982.070633,1400.120723,1.000000,0.000000,10.094000,10,12,1024.047458,99.087808,0.896572,20.685556,0.000000,211.952542,0.195378,3.365427,139.912683,0.006748,0.018257,0.759580,0.106335,0.341040
396,828.936867,984.955806,1332.831062,1.000000,0.000000,10.128000,10,12,1020.030431,98.543521,0.893562,21.287520,0.000000,215.969569,0.954145,3.328194,141.248700,0.006748,0.019196,0.754259,0.124153,0.420118
397,828.936867,984.741135,1400.531117,1.000000,0.000000,10.106000,10,11,1022.639906,98.748299,0.895508,20.898476,0.000000,213.360094,0.954145,3.368486,140.394799,0.006748,0.018655,0.755792,0.094170,0.306818
398,828.936867,980.709121,1342.123343,1.000000,0.000000,10.078000,10,12,1022.674080,98.347711,0.897996,20.400873,0.000000,213.325920,0.195378,3.153611,141.211831,0.006748,0.018096,0.756590,0.111628,0.383333
399,828.936867,985.425850,1383.353397,1.000000,0.000000,10.088000,10,12,1022.605626,98.563276,0.897105,20.578906,0.000000,213.394374,0.195378,3.217392,141.282577,0.006748,0.017949,0.757421,0.107383,0.320988
400,828.936867,995.459091,1324.492252,1.000000,0.000000,10.118000,10,11,1020.022341,98.649202,0.894446,21.110891,0.000000,215.977659,0.342832,3.224534,141.705669,0.006748,0.018271,0.756663,0.093126,0.340909
401,828.936867,989.475935,1445.286207,1.000000,0.000000,10.132000,10,11,1020.833613,98.770791,0.893210,21.358073,0.000000,215.166387,0.195378,3.423405,141.269054,0.006748,0.018886,0.754531,0.073333,0.354497
402,828.936867,979.174260,1537.414116,1.000000,0.000000,10.096000,10,12,1021.785939,98.380607,0.896395,20.721078,0.000000,214.214061,0.195378,3.227002,140.917240,0.006748,0.017893,0.758102,0.110345,0.420455
403,828.936867,981.826299,1410.527575,1.000000,0.000000,10.112000,10,11,1020.242034,98.659809,0.894976,21.004747,0.000000,215.757966,0.195378,3.190395,141.538450,0.006748,0.018054,0.756874,0.108889,0.345912
404,828.936867,981.715752,1419.567592,1.000000,0.000000,10.106000,10,12,1020.952100,98.757678,0.895508,20.898476,0.000000,215.047900,0.195378,3.196968,141.322878,0.006748,0.018255,0.755764,0.081678,0.345029
405,828.936867,974.722648,1277.922290,1.000000,0.000000,10.112000,10,11,1019.900965,98.245197,0.894976,21.004747,0.000000,216.099035,0.251434,3.197831,141.596033,0.006748,0.017400,0.761389,0.089862,0.280702
406,828.936867,978.482678,1434.046993,1.000000,0.000000,10.082000,10,12,1022.155828,97.959820,0.897639,20.472129,0.000000,213.844172,0.153896,3.177442,141.864670,0.006748,0.017442,0.760249,0.092760,0.395349
407,828.936867,970.897082,1379.269430,1.000000,0.000000,10.092000,10,11,1019.339687,97.653871,0.896750,20.650020,0.000000,216.660313,0.195378,3.016533,143.060666,0.006748,0.017749,0.756927,0.110132,0.362069
408,828.936867,967.757684,1372.582557,1.000000,0.000000,10.086000,10,12,1021.353938,97.417638,0.897283,20.543327,0.000000,214.646062,0.195378,3.188215,142.640657,0.006748,0.017405,0.759014,0.093822,0.367816
409,828.936867,977.475818,1364.280768,1.000000,0.000000,10.102000,10,11,1022.014223,98.686640,0.895862,20.827559,0.000000,213.985777,0.889745,3.274552,141.273862,0.006748,0.018819,0.753213,0.082774,0.380368
410,828.936867,961.608352,1388.716029,1.000000,0.000000,10.114000,10,12,1018.661143,96.761945,0.894799,21.040142,0.000000,217.338857,0.882061,3.240885,142.693570,0.006577,0.017436,0.757545,0.099783,0.364130
411,828.936867,963.719125,1305.403922,1.000000,0.000000,10.066000,10,11,1023.612172,98.239853,0.899066,20.186767,0.000000,212.387828,0.954145,3.147978,141.351472,0.006748,0.017626,0.757688,0.086364,0.445714
412,828.936867,986.095970,1307.707671,1.000000,0.000000,10.102000,10,11,1020.765151,97.960309,0.895862,20.827559,0.000000,215.234849,0.907016,3.221745,141.556961,0.006748,0.017493,0.758445,0.128959,0.320652
413,828.936867,989.531128,1443.480649,1.000000,0.000000,10.114000,10,12,1022.022362,99.543286,0.894799,21.040142,0.000000,213.977638,0.195378,3.299534,140.772079,0.021801,0.019307,0.751580,0.097561,0.426966
414,828.936867,984.252885,1314.911214,1.000000,0.000000,10.088000,10,11,1022.058040,98.553168,0.897105,20.578906,0.000000,213.941960,1.192526,3.163171,141.778356,0.000000,0.018658,0.754048,0.109890,0.429448
415,828.936867,987.968146,1388.449070,1.000000,0.000000,10.096000,10,12,1023.225309,99.019990,0.896395,20.721078,0.000000,212.774691,0.195378,3.307769,140.471350,0.006748,0.018711,0.754116,0.079007,0.441379
416,828.936867,991.319545,1350.749553,1.000000,0.000000,10.136000,10,12,1022.199862,99.219095,0.892857,21.428571,0.000000,213.800138,0.195378,3.553331,140.784733,0.006748,0.019776,0.750406,0.078603,0.322917
417,828.936867,982.939003,1419.820453,1.000000,0.000000,10.116000,10,12,1019.922939,98.423682,0.894622,21.075524,0.000000,216.077061,0.251434,3.218865,142.041473,0.006748,0.018580,0.754364,0.078475,0.383333
418,828.936867,976.392437,1381.971540,1.000000,0.000000,10.132000,10,12,1018.947377,98.435453,0.893210,21.358073,0.000000,217.052623,0.195378,3.266268,142.459795,0.006748,0.018396,0.754161,0.102908,0.302703
419,828.936867,989.597636,1449.504839,1.000000,0.000000,10.116000,10,12,1021.056559,99.298627,0.894622,21.075524,0.000000,214.943441,0.195378,3.245032,141.454731,0.006577,0.019053,0.752682,0.088692,0.343750
420,828.936867,981.400973,1262.068705,1.000000,0.000000,10.138000,10,11,1017.394800,97.876414,0.892681,21.463800,0.000000,218.605200,0.195378,3.220774,141.764164,0.006577,0.017596,0.758673,0.081448,0.396648
421,828.936867,981.225089,1341.955531,1.000000,0.000000,10.130000,10,12,1018.830101,98.066037,0.893386,21.322804,0.000000,217.169899,0.195378,3.273400,141.697861,0.006748,0.018560,0.753732,0.116279,0.360000
422,828.936867,985.279043,1307.745062,1.000000,0.000000,10.136000,10,12,1018.048708,98.324358,0.892857,21.428571,0.000000,217.951292,0.195378,3.223260,141.602632,0.006748,0.018141,0.756878,0.090308,0.367816
423,828.936867,973.134189,1362.937997,1.000000,0.000000,10.110000,10,11,1018.397250,97.536930,0.895153,20.969337,0.000000,217.602750,0.195378,3.098978,142.635357,0.006748,0.017800,0.756484,0.109339,0.342657
424,828.936867,977.429013,1306.663582,1.000000,0.000000,10.090000,10,11,1021.076005,97.946885,0.896928,20.614470,0.000000,214.923995,0.195378,3.143728,141.749630,0.006748,0.018112,0.754743,0.089716,0.406061
425,828.936867,968.621384,1367.145596,1.000000,0.000000,10.088000,10,11,1022.616246,98.218433,0.897105,20.578906,0.000000,213.383754,0.251434,3.253251,140.690417,0.006748,0.017804,0.757890,0.090909,0.355828
426,828.936867,965.680518,1355.614999,1.000000,0.000000,10.096000,10,12,1020.916138,97.526871,0.896395,20.721078,0.000000,215.083862,0.195378,3.225380,142.059628,0.006748,0.017784,0.756999,0.112108,0.301587
427,828.936867,975.240079,1350.143445,1.000000,0.000000,10.112000,10,11,1020.206156,98.110143,0.894976,21.004747,0.000000,215.793844,0.195378,3.242349,141.979799,0.006748,0.018763,0.752470,0.076233,0.359551
428,828.936867,973.579095,1293.946319,1.000000,0.000000,10.088000,10,11,1020.985810,97.996174,0.897105,20.578906,0.000000,215.014190,0.195378,3.111195,142.628277,0.006748,0.017804,0.756660,0.072893,0.366667
429,828.936867,964.857104,1458.625736,1.000000,0.000000,10.068000,10,12,1021.777735,97.571415,0.898888,20.222487,0.000000,214.222265,0.195378,3.049092,142.458863,0.006748,0.016390,0.762739,0.073991,0.342697
430,828.936867,964.322837,1338.004166,1.000000,0.000000,10.078000,10,11,1020.717231,97.722391,0.897996,20.400873,0.000000,215.282769,0.195378,3.019420,142.718860,0.006748,0.017079,0.760026,0.096197,0.416667
431,828.936867,967.908488,1374.220296,1.000000,0.000000,10.114000,10,11,1018.298603,97.142036,0.894799,21.040142,0.000000,217.701397,0.195378,3.165775,143.115526,0.006577,0.017455,0.757750,0.068584,0.355191
432,828.936867,979.261723,1383.621916,1.000000,0.000000,10.102000,10,11,1020.073031,97.727208,0.895862,20.827559,0.000000,215.926969,0.195378,3.175375,141.886467,0.006577,0.016912,0.762064,0.084444,0.345455
433,828.936867,974.174858,1346.668332,1.000000,0.000000,10.088000,10,12,1022.126560,98.070540,0.897105,20.578906,0.000000,213.873440,0.195378,3.218771,141.459929,0.006577,0.017949,0.755780,0.114537,0.393939
434,828.936867,975.526058,1358.885944,1.000000,0.000000,10.078000,10,11,1022.389634,98.281150,0.897996,20.400873,0.000000,213.610366,0.251434,3.131653,141.332555,0.006748,0.017042,0.760308,0.077605,0.351064
435,828.936867,982.294176,1288.409387,1.000000,0.000000,10.092000,10,11,1021.511532,98.159885,0.896750,20.650020,0.000000,214.488468,0.195378,3.184648,141.472130,0.006748,0.017022,0.760618,0.072687,0.441176
436,828.936867,975.285743,1297.292595,1.000000,0.000000,10.082000,10,11,1022.122107,98.711861,0.897639,20.472129,0.000000,213.877893,0.195378,3.098221,141.527723,0.006748,0.017224,0.759910,0.095861,0.351064
437,828.936867,963.900485,1343.552485,1.000000,0.000000,10.090000,10,12,1019.045944,97.149526,0.896928,20.614470,0.000000,216.954056,0.195378,3.019349,143.140703,0.006748,0.016241,0.762979,0.075117,0.414894
438,828.936867,972.956190,1331.360687,1.000000,0.000000,10.086000,10,11,1018.808718,97.746655,0.897283,20.543327,0.000000,217.191282,0.195378,2.898320,143.770404,0.006748,0.016496,0.762004,0.057604,0.296296
439,828.936867,974.595531,1264.772881,1.000000,0.000000,10.088000,10,11,1019.742803,97.864143,0.897105,20.578906,0.000000,216.257197,0.251434,2.999119,142.931799,0.021801,0.016914,0.760821,0.104213,0.408602
440,828.936867,976.313418,1470.408398,1.000000,0.000000,10.122000,10,12,1019.560751,98.121375,0.894092,21.181585,0.000000,216.439249,0.954145,3.268094,142.551135,0.006748,0.018489,0.753768,0.097345,0.433526
441,828.936867,973.401138,1359.335645,1.000000,0.000000,10.102000,10,11,1019.819158,97.670154,0.895862,20.827559,0.000000,216.180842,0.258636,3.155492,142.999129,0.006748,0.018038,0.754667,0.098214,0.307229
442,828.936867,970.054995,1344.967110,1.000000,0.000000,10.070000,10,11,1022.374662,98.205866,0.898709,20.258193,0.000000,213.625338,0.342832,3.063798,142.305037,0.006748,0.016862,0.760370,0.079295,0.371951
443,828.936867,973.230581,1452.907872,1.000000,0.000000,10.094000,10,11,1019.671725,97.957679,0.896572,20.685556,0.000000,216.328275,0.195378,3.037816,142.610540,0.006748,0.016477,0.762236,0.104677,0.331210
444,828.936867,966.738298,1505.761234,1.000000,0.000000,10.078000,10,12,1021.273339,97.738873,0.897996,20.400873,0.000000,214.726661,0.195378,3.073803,142.497350,0.006748,0.016606,0.761551,0.109375,0.392265
445,828.936867,970.956960,1351.147923,1.000000,0.000000,10.080000,10,11,1020.841713,97.756381,0.897817,20.436508,0.000000,215.158287,0.195378,3.047002,142.514237,0.006748,0.016116,0.764156,0.061364,0.383721
446,828.936867,972.477943,1339.825101,1.000000,0.000000,10.082000,10,11,1019.530573,97.865420,0.897639,20.472129,0.000000,216.469427,0.889745,2.922281,143.424907,0.006748,0.017096,0.758236,0.106335,0.338983
447,828.936867,978.767573,1312.951280,1.000000,0.000000,10.086000,10,11,1021.023508,97.928094,0.897283,20.543327,0.000000,214.976492,1.192526,3.103404,142.789123,0.006748,0.016605,0.761248,0.089087,0.408284
448,828.936867,972.613066,1404.049222,1.000000,0.000000,10.078000,10,11,1020.037852,97.468137,0.897996,20.400873,0.000000,215.962148,0.195378,2.976576,143.475260,0.006748,0.016152,0.762147,0.094907,0.341463
449,828.936867,974.403469,1500.429522,1.000000,0.000000,10.084000,10,11,1020.440598,97.766379,0.897461,20.507735,0.000000,215.559402,0.195378,3.042468,143.424801,0.006748,0.016805,0.758416,0.097778,0.288235
450,828.936867,971.947166,1405.345350,1.000000,0.000000,10.076000,10,12,1020.298286,97.704944,0.898174,20.365224,0.000000,215.701714,0.195378,2.960505,143.248708,0.006748,0.016752,0.758844,0.073991,0.338889
451,828.936867,975.267487,1349.233047,1.000000,0.000000,10.076000,10,11,1019.109770,97.562735,0.898174,20.365224,0.000000,216.890230,0.195378,2.855079,143.748513,0.006748,0.016298,0.761091,0.086475,0.365714
452,828.936867,976.913811,1377.195821,1.000000,0.000000,10.108000,10,11,1019.332781,97.994372,0.895330,20.933914,0.000000,216.667219,0.195378,3.128886,143.261253,0.006748,0.017601,0.754608,0.083333,0.352273
453,828.936867,966.270987,1273.143262,1.000000,0.000000,10.078000,10,11,1020.070276,97.572084,0.897996,20.400873,0.000000,215.929724,0.195378,2.969368,143.425914,0.006748,0.016806,0.757807,0.082759,0.343949
454,828.936867,972.346461,1390.885339,1.000000,0.000000,10.086000,10,11,1021.830735,98.323226,0.897283,20.543327,0.000000,214.169265,0.195378,3.144967,141.653184,0.006748,0.017205,0.758041,0.079470,0.378049
455,828.936867,976.560319,1339.579788,1.000000,0.000000,10.084000,10,11,1021.788946,97.811747,0.897461,20.507735,0.000000,214.211054,0.195378,3.173861,142.316383,0.006748,0.017714,0.754811,0.094298,0.388889
456,828.936867,976.817847,1319.711943,1.000000,0.000000,10.090000,10,11,1021.457554,98.130451,0.896928,20.614470,0.000000,214.542446,0.195378,3.163705,141.662048,0.006748,0.016641,0.761329,0.098655,0.351852
457,828.936867,983.805399,1444.484626,1.000000,0.000000,10.114000,10,11,1020.530211,98.455887,0.894799,21.040142,0.000000,215.469789,0.195378,3.258597,141.057879,0.006748,0.017309,0.759292,0.090708,0.433862
458,828.936867,988.912022,1332.605372,1.000000,0.000000,10.074000,10,11,1023.970001,99.251720,0.898352,20.329561,0.000000,212.029999,0.342832,3.156120,141.027237,0.006748,0.017098,0.761778,0.095556,0.435754
459,828.936867,981.040095,1361.055859,1.000000,0.000000,10.110000,10,11,1021.055810,98.210116,0.895153,20.969337,0.000000,214.944190,0.470531,3.299700,142.201598,0.006748,0.017637,0.757232,0.104072,0.359551
460,828.936867,979.671168,1300.397399,1.000000,0.000000,10.076000,10,11,1022.775700,98.468784,0.898174,20.365224,0.000000,213.224300,1.192526,3.133165,142.066503,0.006748,0.017170,0.759023,0.122807,0.360248
461,828.936867,971.660923,1396.050435,1.000000,0.000000,10.092000,10,11,1020.687824,97.917807,0.896750,20.650020,0.000000,215.312176,0.195378,3.125950,142.822696,0.006748,0.017749,0.756369,0.084282,0.362637
462,828.936867,956.714025,1301.695957,1.000000,0.000000,10.070000,10,12,1020.428755,96.660388,0.898709,20.258193,0.000000,215.571245,0.195378,3.023475,143.427400,0.006748,0.016517,0.761642,0.100686,0.372549
463,828.936867,973.646758,1398.144738,1.000000,0.000000,10.112000,10,12,1017.463395,97.624046,0.894976,21.004747,0.000000,218.536605,0.195378,3.014155,143.382407,0.006748,0.017691,0.757187,0.079823,0.337349
