generation,best_total_travel,median_total_travel,worst_total_travel,feasible_ratio,avg_lateness,avg_used_routes,min_used_routes,max_used_routes,avg_route_duration,avg_route_travel,avg_capacity_utilization,avg_capacity_slack,min_capacity_slack,avg_depot_slack,min_depot_slack,avg_wait_time,avg_timewindow_slack,min_timewindow_slack,edge_diversity,edge_entropy,crossover_success_rate,mutation_success_rate
516,828.936867,975.435598,1448.605015,1.000000,0.000000,10.106000,10,12,1018.734276,97.987586,0.895508,20.898476,0.000000,217.265724,0.195378,3.050660,143.040843,0.006748,0.017983,0.755010,0.089888,0.374269
517,828.936867,965.583838,1328.487548,1.000000,0.000000,10.072000,10,11,1022.362284,97.773303,0.898531,20.293884,0.000000,213.637716,0.195378,3.124602,141.833125,0.006748,0.017007,0.759845,0.100446,0.327485
518,828.936867,970.187999,1362.998772,1.000000,0.000000,10.112000,10,11,1019.208843,97.755662,0.894976,21.004747,0.000000,216.791157,0.195378,3.177346,142.182044,0.006748,0.018000,0.756253,0.069351,0.395210
519,828.936867,976.977388,1428.130606,1.000000,0.000000,10.108000,10,11,1020.780581,98.305682,0.895330,20.933914,0.000000,215.219419,0.195378,3.243763,141.890080,0.003049,0.017565,0.759300,0.098876,0.388889
520,828.936867,991.865958,1300.566612,1.000000,0.000000,10.114000,10,12,1021.983532,99.483315,0.894799,21.040142,0.000000,214.016468,0.195378,3.301672,141.062065,0.006748,0.018998,0.752888,0.077093,0.309942
521,828.936867,981.521109,1316.621704,1.000000,0.000000,10.094000,10,11,1022.666619,98.716340,0.896572,20.685556,0.000000,213.333381,0.195378,3.263541,141.139828,0.006748,0.018057,0.756272,0.102679,0.373418
522,828.936867,973.319798,1333.634121,1.000000,0.000000,10.102000,10,12,1019.233779,98.004658,0.895862,20.827559,0.000000,216.766221,0.195378,3.062566,143.016800,0.006748,0.018328,0.753590,0.093182,0.374269
523,828.936867,973.076777,1302.581612,1.000000,0.000000,10.100000,10,12,1019.663304,97.903572,0.896040,20.792079,0.000000,216.336696,0.195378,3.097733,143.017509,0.006748,0.017893,0.756048,0.088435,0.342697
524,828.936867,974.712655,1356.101402,1.000000,0.000000,10.090000,10,12,1019.835038,98.079444,0.896928,20.614470,0.000000,216.164962,0.195378,3.005139,142.846975,0.006577,0.017876,0.755997,0.100000,0.337278
525,828.936867,967.051887,1438.708606,1.000000,0.000000,10.092000,10,11,1019.163012,97.860085,0.896750,20.650020,0.000000,216.836988,0.195378,2.977891,142.906612,0.006577,0.017585,0.756763,0.086283,0.329114
526,828.936867,968.596043,1462.076181,1.000000,0.000000,10.090000,10,11,1019.397065,97.674986,0.896928,20.614470,0.000000,216.602935,0.195378,3.001758,143.359151,0.006748,0.017313,0.757257,0.081818,0.357143
527,828.936867,980.495504,1367.659526,1.000000,0.000000,10.078000,10,11,1021.178947,98.218806,0.897996,20.400873,0.000000,214.821053,0.195378,3.015923,142.688288,0.006748,0.017188,0.757657,0.070953,0.362637
528,828.936867,963.657799,1359.128347,1.000000,0.000000,10.102000,10,11,1018.415084,97.341756,0.895862,20.827559,0.000000,217.584916,0.195378,3.046828,143.301222,0.006748,0.017475,0.755998,0.113839,0.344444
529,828.936867,983.419021,1371.227135,1.000000,0.000000,10.076000,10,12,1022.467201,98.523356,0.898174,20.365224,0.000000,213.532799,0.195378,3.096582,141.665275,0.006748,0.017188,0.758720,0.078475,0.297753
530,828.936867,980.864946,1322.048919,1.000000,0.000000,10.102000,10,11,1020.828870,98.212575,0.895862,20.827559,0.000000,215.171130,0.342832,3.202698,142.045674,0.006748,0.016930,0.760537,0.069042,0.363057
531,828.936867,979.703271,1392.475908,1.000000,0.000000,10.066000,10,11,1023.173298,98.193354,0.899066,20.186767,0.000000,212.826702,0.195378,3.108481,141.524892,0.006748,0.017117,0.760053,0.093541,0.323529
532,828.936867,987.616496,1359.916360,1.000000,0.000000,10.106000,10,12,1021.880754,98.404977,0.895508,20.898476,0.000000,214.119246,0.678234,3.326462,141.504285,0.006748,0.018291,0.755513,0.097345,0.311765
533,828.936867,969.438460,1390.290120,1.000000,0.000000,10.092000,10,11,1021.687063,97.341536,0.896750,20.650020,0.000000,214.312937,0.251434,3.284951,142.131216,0.006748,0.017513,0.758188,0.085202,0.408046
534,828.936867,974.114042,1390.443792,1.000000,0.000000,10.092000,10,11,1020.963086,97.824700,0.896750,20.650020,0.000000,215.036914,0.195378,3.163126,142.811259,0.006748,0.017422,0.758201,0.088435,0.386243
535,828.936867,978.764240,1433.994612,1.000000,0.000000,10.076000,10,12,1022.726359,98.629573,0.898174,20.365224,0.000000,213.273641,0.954145,3.111992,141.419090,0.006748,0.017388,0.759992,0.081858,0.341463
536,828.936867,984.642481,1389.159441,1.000000,0.000000,10.128000,10,12,1018.485931,98.297862,0.893562,21.287520,0.000000,217.514069,0.195378,3.196648,142.594775,0.006748,0.018469,0.753974,0.083146,0.392473
537,828.936867,984.778182,1345.203426,1.000000,0.000000,10.076000,10,11,1023.927996,98.959882,0.898174,20.365224,0.000000,212.072004,0.195378,3.199787,140.491989,0.006577,0.018024,0.756874,0.092715,0.380682
538,828.936867,986.598788,1529.743269,1.000000,0.000000,10.120000,10,11,1020.642139,99.136437,0.894269,21.146245,0.000000,215.357861,0.954145,3.256377,141.174737,0.006748,0.019034,0.752904,0.107692,0.348066
539,828.936867,987.802259,1376.774624,1.000000,0.000000,10.096000,10,12,1022.642893,98.965021,0.896395,20.721078,0.000000,213.357107,0.251434,3.254518,140.251416,0.006748,0.017821,0.759355,0.091904,0.396552
540,828.936867,987.611658,1346.194343,1.000000,0.000000,10.134000,10,11,1020.197739,99.041971,0.893033,21.393329,0.000000,215.802261,0.954145,3.349926,141.132890,0.000000,0.019231,0.751535,0.109890,0.361963
541,828.936867,980.296775,1418.128591,1.000000,0.000000,10.130000,10,11,1019.553578,98.380851,0.893386,21.322804,0.000000,216.446422,0.195378,3.314797,140.825802,0.006748,0.018396,0.754985,0.090909,0.413174
542,828.936867,986.414497,1460.980372,1.000000,0.000000,10.112000,10,12,1022.618284,98.892488,0.894976,21.004747,0.000000,213.381716,0.195378,3.407152,140.359751,0.006748,0.018890,0.753180,0.100446,0.372222
543,828.936867,980.008106,1378.586885,1.000000,0.000000,10.128000,10,12,1019.099189,98.431545,0.893562,21.287520,0.000000,216.900811,0.251434,3.245219,141.537325,0.006748,0.019268,0.750869,0.123874,0.359551
544,828.936867,996.422724,1367.530553,1.000000,0.000000,10.108000,10,12,1023.562966,99.371116,0.895330,20.933914,0.000000,212.437034,1.123729,3.417312,139.675718,0.006748,0.018473,0.755047,0.095768,0.310345
545,828.936867,990.205013,1308.377402,1.000000,0.000000,10.138000,10,11,1020.738001,98.722675,0.892681,21.463800,0.000000,215.261999,0.195378,3.473914,140.301070,0.006748,0.018141,0.757542,0.119101,0.408046
546,828.936867,986.070969,1377.409988,1.000000,0.000000,10.138000,10,12,1020.202531,98.875290,0.892681,21.463800,0.000000,215.797469,0.195378,3.404156,140.553513,0.006748,0.019285,0.751630,0.130152,0.422360
547,828.936867,982.271924,1368.726800,1.000000,0.000000,10.132000,10,12,1019.396665,98.461684,0.893210,21.358073,0.000000,216.603335,0.195378,3.309132,141.767734,0.006748,0.018124,0.756667,0.124169,0.429487
548,828.936867,973.232966,1345.769962,1.000000,0.000000,10.122000,10,11,1018.172198,97.830381,0.894092,21.181585,0.000000,217.827802,0.195378,3.156999,142.410100,0.006748,0.017308,0.759732,0.107456,0.392045
549,828.936867,980.638190,1520.184754,1.000000,0.000000,10.088000,10,11,1022.939823,98.921831,0.897105,20.578906,0.000000,213.060177,0.342832,3.214935,140.974596,0.006748,0.017495,0.759946,0.099778,0.367232
550,828.936867,978.525925,1344.476633,1.000000,0.000000,10.102000,10,11,1021.671324,98.384414,0.895862,20.827559,0.000000,214.328676,0.342832,3.270444,141.100114,0.006748,0.017329,0.760610,0.108168,0.365854
551,828.936867,968.267065,1322.125094,1.000000,0.000000,10.100000,10,11,1019.895249,97.309190,0.896040,20.792079,0.000000,216.104751,0.195378,3.181192,142.730188,0.006748,0.017366,0.758256,0.117241,0.391566
552,828.936867,963.245191,1287.674558,1.000000,0.000000,10.104000,10,11,1020.087677,97.282167,0.895685,20.863025,0.000000,215.912323,0.258636,3.240269,142.213427,0.006748,0.017184,0.759301,0.084091,0.318182
553,828.936867,967.132536,1446.808410,1.000000,0.000000,10.094000,10,12,1019.804976,97.281559,0.896572,20.685556,0.000000,216.195024,0.195378,3.119514,142.707929,0.006748,0.017476,0.756690,0.078829,0.380117
554,828.936867,965.364332,1340.931111,1.000000,0.000000,10.100000,10,12,1019.744553,97.209181,0.896040,20.792079,0.000000,216.255447,0.342832,3.176073,142.685087,0.006748,0.017003,0.758650,0.100446,0.372093
555,828.936867,978.567877,1386.528629,1.000000,0.000000,10.100000,10,12,1020.896452,97.818166,0.896040,20.792079,0.000000,215.103548,0.195378,3.230907,141.976334,0.006748,0.017384,0.757918,0.094037,0.373684
556,828.936867,973.145674,1314.090112,1.000000,0.000000,10.098000,10,12,1019.845266,97.604186,0.896217,20.756585,0.000000,216.154734,0.195378,3.127904,142.772858,0.006748,0.017784,0.754615,0.094470,0.385542
557,828.936867,976.631991,1400.296105,1.000000,0.000000,10.074000,10,11,1021.892307,98.213303,0.898352,20.329561,0.000000,214.107693,0.195378,3.051423,142.476800,0.006748,0.016970,0.759055,0.100897,0.388235
558,828.936867,981.419187,1482.049640,1.000000,0.000000,10.104000,10,12,1020.928707,98.555312,0.895685,20.863025,0.000000,215.071293,0.195378,3.196608,141.720770,0.006748,0.017874,0.756368,0.097996,0.363158
559,828.936867,982.810041,1404.134616,1.000000,0.000000,10.096000,10,11,1020.218031,98.330756,0.896395,20.721078,0.000000,215.781969,0.195378,3.073739,142.395973,0.006748,0.017621,0.757399,0.119469,0.372781
560,828.936867,984.581177,1498.894716,1.000000,0.000000,10.102000,10,11,1019.837367,98.464291,0.895862,20.827559,0.000000,216.162633,0.195378,3.077108,142.363999,0.006748,0.017293,0.758962,0.084821,0.310345
561,828.936867,979.793660,1375.449071,1.000000,0.000000,10.102000,10,12,1021.178786,98.223448,0.895862,20.827559,0.000000,214.821214,0.251434,3.236948,141.514300,0.006748,0.017475,0.758768,0.096629,0.422360
562,828.936867,981.548394,1327.225712,1.000000,0.000000,10.074000,10,11,1022.840180,97.982616,0.898352,20.329561,0.000000,213.159820,0.195378,3.170151,141.443001,0.006577,0.016952,0.760246,0.120455,0.331395
563,828.936867,975.046707,1334.110259,1.000000,0.000000,10.092000,10,12,1021.893847,98.442698,0.896750,20.650020,0.000000,214.106153,0.195378,3.194690,141.756470,0.006748,0.017967,0.755862,0.100446,0.331395
564,828.936867,968.749413,1315.432396,1.000000,0.000000,10.100000,10,12,1021.295747,98.115004,0.896040,20.792079,0.000000,214.704253,0.195378,3.241255,141.613883,0.000000,0.017239,0.759623,0.074890,0.389535
565,828.936867,982.318827,1306.709251,1.000000,0.000000,10.084000,10,11,1023.506129,98.800256,0.897461,20.507735,0.000000,212.493871,0.251434,3.247340,140.688547,0.006748,0.017369,0.759791,0.102397,0.348837
566,828.936867,973.396707,1457.036486,1.000000,0.000000,10.100000,10,12,1021.188128,98.084704,0.896040,20.792079,0.000000,214.811872,0.195378,3.233446,141.740632,0.006748,0.017293,0.760511,0.108295,0.366120
567,828.936867,983.749422,1402.001050,1.000000,0.000000,10.080000,10,12,1024.832925,98.851858,0.897817,20.436508,0.000000,211.167075,0.251434,3.338892,140.093785,0.006748,0.017587,0.759505,0.106335,0.445714
568,828.936867,987.633810,1360.552122,1.000000,0.000000,10.098000,10,11,1023.431409,98.745508,0.896217,20.756585,0.000000,212.568591,0.882061,3.374782,140.028650,0.006577,0.018184,0.757410,0.111857,0.401198
569,828.936867,980.325751,1357.483920,1.000000,0.000000,10.116000,10,12,1020.880451,98.339873,0.894622,21.075524,0.000000,215.119549,0.258636,3.324205,140.956215,0.006577,0.017745,0.759603,0.108168,0.363057
570,828.936867,973.054380,1369.154640,1.000000,0.000000,10.082000,10,11,1022.513877,98.359921,0.897639,20.472129,0.000000,213.486123,0.258636,3.173202,141.124034,0.006748,0.017314,0.761303,0.128668,0.387879
571,828.936867,964.503836,1380.531416,1.000000,0.000000,10.114000,10,11,1019.172007,97.424914,0.894799,21.040142,0.000000,216.827993,0.195378,3.225501,142.624241,0.006577,0.018290,0.754347,0.098624,0.368715
572,828.936867,965.455995,1410.765904,1.000000,0.000000,10.106000,10,12,1020.360886,97.727402,0.895508,20.898476,0.000000,215.639114,0.195378,3.241340,141.538075,0.000000,0.018073,0.756265,0.064877,0.383234
573,828.936867,978.854187,1343.571767,1.000000,0.000000,10.098000,10,12,1021.141357,97.941305,0.896217,20.756585,0.000000,214.858643,0.195378,3.224741,141.169293,0.006748,0.017439,0.758942,0.071594,0.331461
574,828.936867,984.216914,1353.781914,1.000000,0.000000,10.104000,10,11,1023.197068,98.364669,0.895685,20.863025,0.000000,212.802932,0.195378,3.445066,139.531484,0.006748,0.018601,0.754914,0.118040,0.317647
575,828.936867,974.223950,1356.536209,1.000000,0.000000,10.090000,10,12,1022.228566,97.919459,0.896928,20.614470,0.000000,213.771434,0.195378,3.262789,141.107270,0.006748,0.017713,0.757618,0.111111,0.381503
576,828.936867,975.092812,1318.505429,1.000000,0.000000,10.094000,10,12,1022.550983,98.488478,0.896572,20.685556,0.000000,213.449017,0.195378,3.274869,140.883767,0.003705,0.017985,0.757159,0.110092,0.404255
577,828.936867,980.762529,1389.532567,1.000000,0.000000,10.114000,10,12,1021.725008,98.225796,0.894799,21.040142,0.000000,214.274992,0.251434,3.402710,140.861998,0.006748,0.018672,0.754910,0.104444,0.339181
578,828.936867,987.459012,1354.963735,1.000000,0.000000,10.126000,10,12,1021.382312,98.959920,0.893739,21.252222,0.000000,214.617688,0.195378,3.404491,140.746150,0.006748,0.019214,0.753303,0.066514,0.367816
579,828.936867,995.407126,1365.321278,1.000000,0.000000,10.112000,10,12,1023.603950,99.794206,0.894976,21.004747,0.000000,212.396050,0.195378,3.415641,139.932943,0.006748,0.019017,0.753922,0.088496,0.415301
580,828.936867,980.846546,1542.767646,1.000000,0.000000,10.094000,10,12,1022.765576,98.677540,0.896572,20.685556,0.000000,213.234424,0.195378,3.277446,140.975042,0.006748,0.018312,0.755846,0.114350,0.458333
581,828.936867,975.545274,1302.890448,1.000000,0.000000,10.104000,10,12,1021.686233,98.060490,0.895685,20.863025,0.000000,214.313767,0.195378,3.323145,141.504525,0.006748,0.017929,0.756886,0.088036,0.374332
582,828.936867,980.496200,1336.668558,1.000000,0.000000,10.098000,10,12,1021.893847,98.705840,0.896217,20.756585,0.000000,214.106153,0.195378,3.223525,141.873173,0.006748,0.018947,0.752444,0.085393,0.381503
583,828.936867,976.030385,1340.120743,1.000000,0.000000,10.094000,10,11,1020.816984,98.084553,0.896572,20.685556,0.000000,215.183016,0.195378,3.140612,142.087785,0.006748,0.018312,0.754485,0.102273,0.325714
584,828.936867,989.985768,1377.305630,1.000000,0.000000,10.138000,10,12,1020.928112,98.649356,0.892681,21.463800,0.000000,215.071888,0.195378,3.500620,140.586269,0.006748,0.017741,0.759833,0.092135,0.322222
585,828.936867,982.297513,1453.210696,1.000000,0.000000,10.116000,10,11,1022.051911,99.125029,0.894622,21.075524,0.000000,213.948089,0.195378,3.363283,140.430196,0.006748,0.018998,0.753860,0.091314,0.356250
586,828.936867,1001.970464,1433.974967,1.000000,0.000000,10.122000,10,12,1020.600441,99.905346,0.894092,21.181585,0.000000,215.399559,0.195378,3.192757,141.175865,0.006748,0.019687,0.752500,0.092135,0.384615
587,828.936867,1001.182933,1418.496737,1.000000,0.000000,10.120000,10,12,1022.739699,99.862386,0.894269,21.146245,0.000000,213.260301,0.195378,3.395184,140.215307,0.006748,0.019070,0.755376,0.117778,0.408046
588,828.936867,984.200864,1417.170265,1.000000,0.000000,10.130000,10,12,1019.659366,98.895656,0.893386,21.322804,0.000000,216.340634,0.954145,3.273364,141.697813,0.006748,0.019976,0.750623,0.104784,0.375000
589,828.936867,975.724264,1344.181502,1.000000,0.000000,10.116000,10,12,1018.764523,98.396715,0.894622,21.075524,0.000000,217.235477,0.748418,3.104408,142.923939,0.006748,0.018980,0.753743,0.102041,0.348571
590,828.936867,989.360436,1377.072407,1.000000,0.000000,10.132000,10,12,1019.396203,98.920234,0.893210,21.358073,0.000000,216.603797,0.251434,3.262625,142.175716,0.006748,0.018614,0.756753,0.086393,0.329609
591,828.936867,998.003746,1404.012353,1.000000,0.000000,10.120000,10,11,1021.787244,99.123288,0.894269,21.146245,0.000000,214.212756,0.251434,3.373592,140.476864,0.006577,0.019433,0.753131,0.103753,0.382716
592,828.936867,1002.764456,1401.378640,1.000000,0.000000,10.154000,10,12,1020.359488,99.456908,0.891274,21.745125,0.000000,215.640512,0.195378,3.508448,140.124039,0.006577,0.019936,0.752068,0.077434,0.395349
593,828.936867,993.278398,1393.081087,1.000000,0.000000,10.158000,10,12,1021.452095,99.283592,0.890923,21.815318,0.000000,214.547905,0.195378,3.673877,140.021771,0.006577,0.020207,0.751237,0.093126,0.445122
594,828.936867,984.870756,1340.599540,1.000000,0.000000,10.142000,10,12,1021.183079,99.154725,0.892329,21.534214,0.000000,214.816921,0.195378,3.512116,140.022512,0.006748,0.020210,0.751140,0.091928,0.313830
595,828.936867,985.278012,1322.303040,1.000000,0.000000,10.118000,10,11,1019.832662,98.469978,0.894446,21.110891,0.000000,216.167338,0.889745,3.223476,141.431129,0.006748,0.018907,0.755317,0.109865,0.407407
596,828.936867,987.216043,1585.983808,1.000000,0.000000,10.098000,10,12,1023.957365,99.433166,0.896217,20.756585,0.000000,212.042635,0.195378,3.358454,139.259768,0.006748,0.018420,0.758840,0.090090,0.408284
597,828.936867,981.002249,1371.005322,1.000000,0.000000,10.114000,10,11,1022.557046,98.479193,0.894799,21.040142,0.000000,213.442954,0.195378,3.461234,140.403128,0.021801,0.018944,0.754884,0.107456,0.348315
598,828.936867,987.817397,1412.978684,1.000000,0.000000,10.126000,10,11,1022.176160,99.080239,0.893739,21.252222,0.000000,213.823840,0.195378,3.472693,140.542875,0.006748,0.019977,0.750978,0.112832,0.379121
599,828.936867,982.875109,1351.467032,1.000000,0.000000,10.120000,10,12,1021.697084,98.953414,0.894269,21.146245,0.000000,214.302916,0.195378,3.381659,140.440109,0.006748,0.019379,0.753211,0.103524,0.327485
600,828.936867,975.264701,1352.001967,1.000000,0.000000,10.108000,10,12,1020.616540,98.381618,0.895330,20.933914,0.000000,215.383460,0.195378,3.219506,141.163828,0.021801,0.018291,0.756427,0.094170,0.418182
601,828.936867,983.788230,1381.523017,1.000000,0.000000,10.096000,10,11,1022.229472,99.208996,0.896395,20.721078,0.000000,213.770528,0.195378,3.188147,140.796239,0.006748,0.018438,0.756068,0.112613,0.358696
602,828.936867,985.279754,1452.930484,1.000000,0.000000,10.136000,10,11,1018.928731,98.983871,0.892857,21.428571,0.000000,217.071269,0.195378,3.245611,141.223294,0.006748,0.019285,0.752718,0.094298,0.367470
603,828.936867,989.875044,1341.254862,1.000000,0.000000,10.108000,10,11,1020.982399,98.712501,0.895330,20.933914,0.000000,215.017601,0.195378,3.223041,140.601706,0.006748,0.018128,0.756799,0.119101,0.388235
604,828.936867,989.626705,1377.858729,1.000000,0.000000,10.130000,10,12,1020.318176,98.829473,0.893386,21.322804,0.000000,215.681824,0.195378,3.346806,140.305435,0.006748,0.017579,0.760572,0.071269,0.337143
605,828.936867,975.281752,1415.946720,1.000000,0.000000,10.120000,10,11,1021.099399,98.251554,0.894269,21.146245,0.000000,214.900601,0.195378,3.392202,140.899155,0.006748,0.018289,0.756765,0.115124,0.386243
606,828.936867,980.889763,1361.602059,1.000000,0.000000,10.128000,10,12,1020.249771,98.202379,0.893562,21.287520,0.000000,215.750229,1.170999,3.384960,140.496180,0.006748,0.018615,0.754475,0.128889,0.458101
607,828.936867,978.703434,1388.327253,1.000000,0.000000,10.098000,10,12,1021.556924,98.118224,0.896217,20.756585,0.000000,214.443076,0.954145,3.248840,141.356323,0.006748,0.018275,0.755534,0.103448,0.411111
608,828.936867,969.453011,1379.951795,1.000000,0.000000,10.132000,10,11,1019.435142,97.789052,0.893210,21.358073,0.000000,216.564858,0.195378,3.381182,141.506640,0.006748,0.018451,0.754662,0.098253,0.390244
609,828.936867,985.494200,1335.041331,1.000000,0.000000,10.132000,10,12,1019.691449,97.984593,0.893210,21.358073,0.000000,216.308551,0.195378,3.387339,141.318141,0.006748,0.018196,0.756358,0.091928,0.325581
610,828.936867,990.570225,1444.932842,1.000000,0.000000,10.116000,10,11,1021.765985,99.051975,0.894622,21.075524,0.000000,214.234015,0.342832,3.341749,140.582044,0.006748,0.019107,0.752372,0.087336,0.383234
611,828.936867,972.080329,1338.205872,1.000000,0.000000,10.094000,10,11,1022.652217,98.536162,0.896572,20.685556,0.000000,213.347783,0.195378,3.280275,140.667105,0.006748,0.018057,0.756995,0.082774,0.398649
612,828.936867,973.308525,1468.116851,1.000000,0.000000,10.104000,10,12,1021.495153,98.091925,0.895685,20.863025,0.000000,214.504847,0.292213,3.300662,141.310572,0.006748,0.017965,0.756019,0.110375,0.393443
613,828.936867,981.659506,1411.868001,1.000000,0.000000,10.114000,10,12,1020.804972,98.439110,0.894799,21.040142,0.000000,215.195028,0.195378,3.288083,141.390732,0.006748,0.018181,0.756082,0.121145,0.333333
614,828.936867,965.220077,1431.994457,1.000000,0.000000,10.094000,10,11,1021.856482,97.880624,0.896572,20.685556,0.000000,214.143518,0.954145,3.266123,141.772362,0.006748,0.018511,0.752887,0.101351,0.349112
615,828.936867,967.372059,1318.024289,1.000000,0.000000,10.098000,10,12,1020.518126,97.467738,0.896217,20.756585,0.000000,215.481874,0.195378,3.209628,142.428536,0.006748,0.017657,0.756252,0.077098,0.325444
616,828.936867,983.269326,1339.260671,1.000000,0.000000,10.108000,10,11,1020.974802,98.301763,0.895330,20.933914,0.000000,215.025198,0.954145,3.263791,141.800818,0.006748,0.017601,0.757746,0.100457,0.360947
617,828.936867,980.131287,1378.601454,1.000000,0.000000,10.102000,10,11,1021.865927,98.220808,0.895862,20.827559,0.000000,214.134073,0.251434,3.306630,141.660187,0.006748,0.018219,0.754660,0.097506,0.348571
618,828.936867,972.450119,1370.797118,1.000000,0.000000,10.090000,10,12,1021.518836,97.720928,0.896928,20.614470,0.000000,214.481164,0.342832,3.211209,141.845207,0.006748,0.017349,0.757983,0.069351,0.426230
619,828.936867,972.464751,1266.566742,1.000000,0.000000,10.094000,10,11,1020.819995,97.789633,0.896572,20.685556,0.000000,215.180005,0.954145,3.170685,142.080890,0.006748,0.017440,0.758089,0.120879,0.378882
620,828.936867,969.084024,1339.128920,1.000000,0.000000,10.106000,10,11,1020.474486,98.046834,0.895508,20.898476,0.000000,215.525514,0.251434,3.220539,141.783061,0.006748,0.017910,0.755930,0.094923,0.215569
621,828.936867,976.677343,1429.615653,1.000000,0.000000,10.106000,10,12,1020.184291,98.315999,0.895508,20.898476,0.000000,215.815709,0.251434,3.164010,141.984883,0.006748,0.017601,0.756924,0.077626,0.298913
622,828.936867,979.555705,1386.143346,1.000000,0.000000,10.094000,10,11,1021.099211,98.373601,0.896572,20.685556,0.000000,214.900789,0.195378,3.139923,142.216130,0.006748,0.017857,0.756975,0.096110,0.377358
623,828.936867,983.766816,1367.999870,1.000000,0.000000,10.130000,10,11,1019.374523,98.315985,0.893386,21.322804,0.000000,216.625477,0.195378,3.303230,141.994187,0.006748,0.018614,0.753902,0.100446,0.371429
624,828.936867,979.322216,1453.208497,1.000000,0.000000,10.126000,10,11,1019.138488,98.320235,0.893739,21.252222,0.000000,216.861512,0.195378,3.242056,141.826160,0.000000,0.018379,0.754993,0.088362,0.406977
625,828.936867,971.039548,1419.007510,1.000000,0.000000,10.126000,10,11,1018.651662,97.737042,0.893739,21.252222,0.000000,217.348338,0.195378,3.251814,141.860341,0.006748,0.017653,0.758400,0.115909,0.395349
626,828.936867,972.995677,1366.095031,1.000000,0.000000,10.102000,10,12,1021.595277,98.039771,0.895862,20.827559,0.000000,214.404723,0.195378,3.297577,140.700333,0.006748,0.017638,0.757938,0.090090,0.389222
627,828.936867,988.931541,1342.684529,1.000000,0.000000,10.130000,10,12,1019.026522,98.352695,0.893386,21.322804,0.000000,216.973478,0.195378,3.264259,141.772717,0.006748,0.018778,0.753159,0.116071,0.315217
628,828.936867,982.226296,1387.252829,1.000000,0.000000,10.108000,10,12,1021.192385,98.564876,0.895330,20.933914,0.000000,214.807615,0.195378,3.259189,140.869700,0.006748,0.018473,0.753787,0.096413,0.325581
629,828.936867,966.269936,1387.014573,1.000000,0.000000,10.114000,10,12,1018.646738,97.483324,0.894799,21.040142,0.000000,217.353262,0.195378,3.166468,142.171260,0.006748,0.017763,0.756147,0.104444,0.367816
630,828.936867,971.245506,1339.726804,1.000000,0.000000,10.090000,10,11,1020.930496,97.878295,0.896928,20.614470,0.000000,215.069504,0.195378,3.135967,141.807640,0.000000,0.017658,0.756297,0.104213,0.341463
631,828.936867,976.314733,1505.235349,1.000000,0.000000,10.076000,10,12,1022.185119,98.084521,0.898174,20.365224,0.000000,213.814881,0.195378,3.112376,141.900256,0.006577,0.017297,0.759880,0.067114,0.446541
632,828.936867,987.364398,1278.210736,1.000000,0.000000,10.116000,10,12,1019.537621,98.140366,0.894622,21.075524,0.000000,216.462379,1.192526,3.208546,141.671651,0.006748,0.017255,0.760867,0.099119,0.377049
633,828.936867,987.375309,1343.572846,1.000000,0.000000,10.100000,10,12,1021.352110,98.680025,0.896040,20.792079,0.000000,214.647890,0.195378,3.189881,141.230879,0.006748,0.017820,0.759058,0.097996,0.366864
634,828.936867,980.575359,1285.475865,1.000000,0.000000,10.082000,10,11,1022.154022,98.550600,0.897639,20.472129,0.000000,213.845978,0.195378,3.117697,141.000937,0.006748,0.017369,0.760641,0.088692,0.388298
635,828.936867,985.363804,1420.319530,1.000000,0.000000,10.106000,10,11,1021.292414,98.657509,0.895508,20.898476,0.000000,214.707586,0.195378,3.241483,141.632382,0.006748,0.019054,0.752736,0.088300,0.446541
636,828.936867,983.316184,1343.418950,1.000000,0.000000,10.104000,10,11,1019.613266,98.776968,0.895685,20.863025,0.000000,216.386734,0.195378,3.041300,142.660410,0.006748,0.018510,0.755157,0.084091,0.430303
637,828.936867,971.403080,1311.730486,1.000000,0.000000,10.086000,10,11,1020.756319,97.878646,0.897283,20.543327,0.000000,215.243681,0.195378,3.081442,143.063303,0.000000,0.017968,0.756973,0.081448,0.357143
638,828.936867,960.142998,1315.950664,1.000000,0.000000,10.078000,10,11,1020.508168,97.023676,0.897996,20.400873,0.000000,215.491832,0.195378,3.068767,142.945764,0.006748,0.016643,0.762658,0.121348,0.353261
639,828.936867,974.992901,1391.584137,1.000000,0.000000,10.084000,10,11,1021.474177,98.240593,0.897461,20.507735,0.000000,214.525823,0.195378,3.098875,142.211442,0.021801,0.018077,0.756126,0.074492,0.347594
640,828.936867,977.950394,1346.048916,1.000000,0.000000,10.086000,10,11,1021.893516,98.250793,0.897283,20.543327,0.000000,214.106484,0.195378,3.158605,142.599660,0.006748,0.017986,0.757680,0.088636,0.333333
641,828.936867,983.908379,1358.451511,1.000000,0.000000,10.094000,10,11,1021.119540,98.750023,0.896572,20.685556,0.000000,214.880460,0.195378,3.103979,141.896947,0.006748,0.018184,0.756780,0.098214,0.348684
642,828.936867,982.047559,1416.613770,1.000000,0.000000,10.074000,10,11,1022.414467,98.525600,0.898352,20.329561,0.000000,213.585533,0.195378,3.072565,142.016484,0.006748,0.017770,0.758308,0.091703,0.351351
